,latitude,longitude,frp,fire_range,geometry,is_in_africa,index_right,CELLCODE,EOFORIGIN,NOFORIGIN
1382591,49.34749,6.74298,0.94,> 100,POINT (4084377.7429056847 2920188.029676481),False,880295,1kmE4084N2920,4084000,2920000
1507006,49.34749,6.74298,0.94,> 100,POINT (4084377.7429056847 2920188.029676481),False,880295,1kmE4084N2920,4084000,2920000
1833597,49.34724,6.74505,0.96,> 100,POINT (4084526.806154174 2920153.5966351544),False,880295,1kmE4084N2920,4084000,2920000
1889885,49.34891,6.74366,1.53,0-5,POINT (4084433.978911937 2920343.6089758053),False,880295,1kmE4084N2920,4084000,2920000
2068722,49.34724,6.74505,0.96,> 100,POINT (4084526.806154174 2920153.5966351544),False,880295,1kmE4084N2920,4084000,2920000
2240123,49.3464,6.74182,0.91,> 100,POINT (4084288.25510299 2920070.659708095),False,880295,1kmE4084N2920,4084000,2920000
45549,49.69508,2.066,6.08,5-10,POINT (3749765.6374124913 2984490.6496116715),False,558178,1kmE3749N2984,3749000,2984000
45550,49.69847,2.065,4.9,0-5,POINT (3749734.043920097 2984873.6133004767),False,558178,1kmE3749N2984,3749000,2984000
233160,49.69508,2.066,6.08,5-10,POINT (3749765.6374124913 2984490.6496116715),False,558178,1kmE3749N2984,3749000,2984000
233161,49.69847,2.065,4.9,0-5,POINT (3749734.043920097 2984873.6133004767),False,558178,1kmE3749N2984,3749000,2984000
429394,49.69508,2.066,6.08,5-10,POINT (3749765.6374124913 2984490.6496116715),False,558178,1kmE3749N2984,3749000,2984000
429395,49.69847,2.065,4.9,0-5,POINT (3749734.043920097 2984873.6133004767),False,558178,1kmE3749N2984,3749000,2984000
93537,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
176770,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
281148,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
364381,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
477382,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
612306,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
696265,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
792475,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
896402,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
992612,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
1096539,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
1192749,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
1296676,50.57765,3.44326,0.63,> 100,POINT (3857257.7054371918 3072537.281243327),False,664790,1kmE3857N3072,3857000,3072000
1392886,50.57516,3.44097,0.61,> 100,POINT (3857071.662124866 3072275.7394915177),False,664790,1kmE3857N3072,3857000,3072000
1600180,50.57692,3.44472,0.39,> 100,POINT (3857353.4482377693 3072447.1025272687),False,664790,1kmE3857N3072,3857000,3072000
1979788,50.57507,3.4413,0.56,> 100,POINT (3857094.0431684516 3072263.670490217),False,664790,1kmE3857N3072,3857000,3072000
2149778,50.57543,3.44092,0.38,> 100,POINT (3857070.8014149247 3072305.9895881624),False,664790,1kmE3857N3072,3857000,3072000
2156180,50.57507,3.4413,0.56,> 100,POINT (3857094.0431684516 3072263.670490217),False,664790,1kmE3857N3072,3857000,3072000
93549,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
93552,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
281160,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
281163,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
477394,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
477397,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
696277,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
696280,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
896414,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
896417,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
1096551,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
1096554,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
1296688,49.71239,1.8107,0.24,> 100,POINT (3731682.107957883 2988424.390678446),False,540183,1kmE3731N2988,3731000,2988000
1296691,49.71381,1.81069,0.48,> 100,POINT (3731698.721006647 2988581.5778608746),False,540183,1kmE3731N2988,3731000,2988000
93551,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
93967,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
281162,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
281578,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
477396,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
477812,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
696279,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
696695,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
896416,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
896832,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
1096553,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
1096969,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
1296690,49.52578,5.90853,1.17,0-5,POINT (4024904.4650537083 2943016.1953482977),False,827484,1kmE4024N2943,4024000,2943000
1297106,49.52753,5.90491,1.18,0-5,POINT (4024653.4695591917 2943225.136372942),False,827484,1kmE4024N2943,4024000,2943000
93556,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
93559,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
176780,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
281167,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
281170,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
364391,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
477401,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
477404,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
612316,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
655154,49.35731,6.75168,7.91,5-10,POINT (4085056.7268902874 2921251.1187686357),False,881114,1kmE4085N2921,4085000,2921000
696284,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
696287,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
782178,49.36032,6.75084,1.28,0-5,POINT (4085010.293253513 2921588.2370800283),False,881114,1kmE4085N2921,4085000,2921000
792485,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
835323,49.35731,6.75168,7.91,5-10,POINT (4085056.7268902874 2921251.1187686357),False,881114,1kmE4085N2921,4085000,2921000
876453,49.35991,6.75132,2.65,0-5,POINT (4085043.1505349623 2921541.14435843),False,881114,1kmE4085N2921,4085000,2921000
896421,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
896424,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
982315,49.36032,6.75084,1.28,0-5,POINT (4085010.293253513 2921588.2370800283),False,881114,1kmE4085N2921,4085000,2921000
992622,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
1035460,49.35731,6.75168,7.91,5-10,POINT (4085056.7268902874 2921251.1187686357),False,881114,1kmE4085N2921,4085000,2921000
1076590,49.35991,6.75132,2.65,0-5,POINT (4085043.1505349623 2921541.14435843),False,881114,1kmE4085N2921,4085000,2921000
1096558,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
1096561,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
1182452,49.36032,6.75084,1.28,0-5,POINT (4085010.293253513 2921588.2370800283),False,881114,1kmE4085N2921,4085000,2921000
1192759,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
1235597,49.35731,6.75168,7.91,5-10,POINT (4085056.7268902874 2921251.1187686357),False,881114,1kmE4085N2921,4085000,2921000
1276727,49.35991,6.75132,2.65,0-5,POINT (4085043.1505349623 2921541.14435843),False,881114,1kmE4085N2921,4085000,2921000
1296695,49.35928,6.75275,1.69,0-5,POINT (4085143.895770306 2921466.562052387),False,881114,1kmE4085N2921,4085000,2921000
1296698,49.36016,6.75233,1.34,0-5,POINT (4085117.6602801676 2921565.680680964),False,881114,1kmE4085N2921,4085000,2921000
1382589,49.36032,6.75084,1.28,0-5,POINT (4085010.293253513 2921588.2370800283),False,881114,1kmE4085N2921,4085000,2921000
1392896,49.35847,6.75113,1.4,0-5,POINT (4085022.4080428877 2921381.7640002994),False,881114,1kmE4085N2921,4085000,2921000
1435734,49.35731,6.75168,7.91,5-10,POINT (4085056.7268902874 2921251.1187686357),False,881114,1kmE4085N2921,4085000,2921000
1476864,49.35991,6.75132,2.65,0-5,POINT (4085043.1505349623 2921541.14435843),False,881114,1kmE4085N2921,4085000,2921000
1507004,49.36032,6.75084,1.28,0-5,POINT (4085010.293253513 2921588.2370800283),False,881114,1kmE4085N2921,4085000,2921000
1600185,49.35912,6.75166,1.08,0-5,POINT (4085064.0130402306 2921452.2813607),False,881114,1kmE4085N2921,4085000,2921000
1611869,49.35991,6.75132,2.65,0-5,POINT (4085043.1505349623 2921541.14435843),False,881114,1kmE4085N2921,4085000,2921000
1829968,49.36054,6.75189,1.54,0-5,POINT (4085087.5607782374 2921609.311514763),False,881114,1kmE4085N2921,4085000,2921000
1829970,49.35644,6.75106,0.93,> 100,POINT (4085007.525931912 2921156.447380053),False,881114,1kmE4085N2921,4085000,2921000
1979791,49.35872,6.75225,2.07,0-5,POINT (4085104.903692528 2921405.947229029),False,881114,1kmE4085N2921,4085000,2921000
2065093,49.36054,6.75189,1.54,0-5,POINT (4085087.5607782374 2921609.311514763),False,881114,1kmE4085N2921,4085000,2921000
2065095,49.35644,6.75106,0.93,> 100,POINT (4085007.525931912 2921156.447380053),False,881114,1kmE4085N2921,4085000,2921000
2146898,49.36002,6.75163,1.77,0-5,POINT (4085066.180539313 2921552.3713374347),False,881114,1kmE4085N2921,4085000,2921000
2156183,49.35872,6.75225,2.07,0-5,POINT (4085104.903692528 2921405.947229029),False,881114,1kmE4085N2921,4085000,2921000
93560,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
93561,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
93966,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
106611,49.24683,6.8487,2.22,0-5,POINT (4091581.688303721 2908669.4092559977),False,885879,1kmE4091N2908,4091000,2908000
151499,49.24697,6.85257,6.54,5-10,POINT (4091863.885217472 2908672.904727321),False,885879,1kmE4091N2908,4091000,2908000
176789,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
281171,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
281172,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
281577,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
294222,49.24683,6.8487,2.22,0-5,POINT (4091581.688303721 2908669.4092559977),False,885879,1kmE4091N2908,4091000,2908000
339110,49.24697,6.85257,6.54,5-10,POINT (4091863.885217472 2908672.904727321),False,885879,1kmE4091N2908,4091000,2908000
364400,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
477405,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
477406,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
477811,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
537358,49.24326,6.85028,5.6,5-10,POINT (4091679.9428811907 2908267.838941622),False,885879,1kmE4091N2908,4091000,2908000
542147,49.24683,6.8487,2.22,0-5,POINT (4091581.688303721 2908669.4092559977),False,885879,1kmE4091N2908,4091000,2908000
587035,49.24697,6.85257,6.54,5-10,POINT (4091863.885217472 2908672.904727321),False,885879,1kmE4091N2908,4091000,2908000
612325,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
655147,49.24486,6.85276,6.47,5-10,POINT (4091867.850704736 2908437.8810059465),False,885879,1kmE4091N2908,4091000,2908000
696288,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
696289,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
696694,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
756241,49.24326,6.85028,5.6,5-10,POINT (4091679.9428811907 2908267.838941622),False,885879,1kmE4091N2908,4091000,2908000
782185,49.24389,6.85085,2.72,0-5,POINT (4091724.3582476983 2908336.058801758),False,885879,1kmE4091N2908,4091000,2908000
792494,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
835316,49.24486,6.85276,6.47,5-10,POINT (4091867.850704736 2908437.8810059465),False,885879,1kmE4091N2908,4091000,2908000
876456,49.24677,6.85337,4.91,0-5,POINT (4091921.151071664 2908648.192648339),False,885879,1kmE4091N2908,4091000,2908000
876457,49.24345,6.8523,4.91,0-5,POINT (4091827.7965296963 2908282.6553407707),False,885879,1kmE4091N2908,4091000,2908000
896425,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
896426,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
896831,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
956378,49.24326,6.85028,5.6,5-10,POINT (4091679.9428811907 2908267.838941622),False,885879,1kmE4091N2908,4091000,2908000
982322,49.24389,6.85085,2.72,0-5,POINT (4091724.3582476983 2908336.058801758),False,885879,1kmE4091N2908,4091000,2908000
992631,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
1035453,49.24486,6.85276,6.47,5-10,POINT (4091867.850704736 2908437.8810059465),False,885879,1kmE4091N2908,4091000,2908000
1076593,49.24677,6.85337,4.91,0-5,POINT (4091921.151071664 2908648.192648339),False,885879,1kmE4091N2908,4091000,2908000
1076594,49.24345,6.8523,4.91,0-5,POINT (4091827.7965296963 2908282.6553407707),False,885879,1kmE4091N2908,4091000,2908000
1096562,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
1096563,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
1096968,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
1156515,49.24326,6.85028,5.6,5-10,POINT (4091679.9428811907 2908267.838941622),False,885879,1kmE4091N2908,4091000,2908000
1182459,49.24389,6.85085,2.72,0-5,POINT (4091724.3582476983 2908336.058801758),False,885879,1kmE4091N2908,4091000,2908000
1192768,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
1235590,49.24486,6.85276,6.47,5-10,POINT (4091867.850704736 2908437.8810059465),False,885879,1kmE4091N2908,4091000,2908000
1276730,49.24677,6.85337,4.91,0-5,POINT (4091921.151071664 2908648.192648339),False,885879,1kmE4091N2908,4091000,2908000
1276731,49.24345,6.8523,4.91,0-5,POINT (4091827.7965296963 2908282.6553407707),False,885879,1kmE4091N2908,4091000,2908000
1296699,49.24607,6.85173,6.19,5-10,POINT (4091798.5694397837 2908575.526293149),False,885879,1kmE4091N2908,4091000,2908000
1296700,49.24644,6.8522,8.89,5-10,POINT (4091834.4913365776 2908615.1712617422),False,885879,1kmE4091N2908,4091000,2908000
1297105,49.24546,6.84726,1.41,0-5,POINT (4091470.5171157545 2908521.6864183825),False,885879,1kmE4091N2908,4091000,2908000
1356652,49.24326,6.85028,5.6,5-10,POINT (4091679.9428811907 2908267.838941622),False,885879,1kmE4091N2908,4091000,2908000
1382596,49.24389,6.85085,2.72,0-5,POINT (4091724.3582476983 2908336.058801758),False,885879,1kmE4091N2908,4091000,2908000
1392905,49.24431,6.84951,4.01,0-5,POINT (4091628.831356608 2908386.8992697387),False,885879,1kmE4091N2908,4091000,2908000
1435727,49.24486,6.85276,6.47,5-10,POINT (4091867.850704736 2908437.8810059465),False,885879,1kmE4091N2908,4091000,2908000
1476867,49.24677,6.85337,4.91,0-5,POINT (4091921.151071664 2908648.192648339),False,885879,1kmE4091N2908,4091000,2908000
1476868,49.24345,6.8523,4.91,0-5,POINT (4091827.7965296963 2908282.6553407707),False,885879,1kmE4091N2908,4091000,2908000
1497594,49.24417,6.84838,10.55,10-50,POINT (4091545.964705573 2908374.8677981757),False,885879,1kmE4091N2908,4091000,2908000
1507011,49.24389,6.85085,2.72,0-5,POINT (4091724.3582476983 2908336.058801758),False,885879,1kmE4091N2908,4091000,2908000
1599034,49.24728,6.84814,1.86,0-5,POINT (4091543.0536305523 2908721.1527590617),False,885879,1kmE4091N2908,4091000,2908000
1600187,49.24498,6.85133,7.35,5-10,POINT (4091764.374634936 2908455.6677826084),False,885879,1kmE4091N2908,4091000,2908000
1611872,49.24677,6.85337,4.91,0-5,POINT (4091921.151071664 2908648.192648339),False,885879,1kmE4091N2908,4091000,2908000
1611873,49.24345,6.8523,4.91,0-5,POINT (4091827.7965296963 2908282.6553407707),False,885879,1kmE4091N2908,4091000,2908000
1705414,49.24471,6.85163,2.99,0-5,POINT (4091784.9387363615 2908424.734790922),False,885879,1kmE4091N2908,4091000,2908000
1748917,49.24614,6.85267,2.32,0-5,POINT (4091867.282675648 2908580.3759531863),False,885879,1kmE4091N2908,4091000,2908000
1829972,49.24541,6.84808,2.0,0-5,POINT (4091529.939813475 2908513.5735126743),False,885879,1kmE4091N2908,4091000,2908000
1829973,49.24492,6.8537,2.0,0-5,POINT (4091936.5188627806 2908441.6205116753),False,885879,1kmE4091N2908,4091000,2908000
1889889,49.24579,6.84993,2.06,0-5,POINT (4091666.3080161246 2908550.0255545485),False,885879,1kmE4091N2908,4091000,2908000
1979797,49.24315,6.84964,2.41,0-5,POINT (4091632.8650882016 2908257.6122403345),False,885879,1kmE4091N2908,4091000,2908000
2030474,49.2453,6.85291,3.26,0-5,POINT (4091880.8190460536 2908486.3001962863),False,885879,1kmE4091N2908,4091000,2908000
2065097,49.24541,6.84808,2.0,0-5,POINT (4091529.939813475 2908513.5735126743),False,885879,1kmE4091N2908,4091000,2908000
2065098,49.24492,6.8537,2.0,0-5,POINT (4091936.5188627806 2908441.6205116753),False,885879,1kmE4091N2908,4091000,2908000
2146899,49.24558,6.84769,1.37,0-5,POINT (4091502.3619507677 2908533.6777193146),False,885879,1kmE4091N2908,4091000,2908000
2146900,49.24537,6.85228,1.3,0-5,POINT (4091835.31205672 2908496.039525258),False,885879,1kmE4091N2908,4091000,2908000
2149782,49.24735,6.85397,3.23,0-5,POINT (4091967.5097698676 2908710.765893331),False,885879,1kmE4091N2908,4091000,2908000
2149784,49.24492,6.85304,2.94,0-5,POINT (4091888.501845221 2908443.675411748),False,885879,1kmE4091N2908,4091000,2908000
2149785,49.24706,6.84529,2.94,0-5,POINT (4091334.6881240923 2908705.601519563),False,885879,1kmE4091N2908,4091000,2908000
2156189,49.24315,6.84964,2.41,0-5,POINT (4091632.8650882016 2908257.6122403345),False,885879,1kmE4091N2908,4091000,2908000
2206866,49.2453,6.85291,3.26,0-5,POINT (4091880.8190460536 2908486.3001962863),False,885879,1kmE4091N2908,4091000,2908000
2240124,49.24696,6.84881,2.49,0-5,POINT (4091590.2988758446 2908683.5099401297),False,885879,1kmE4091N2908,4091000,2908000
2240125,49.2437,6.84762,1.85,0-5,POINT (4091488.472561412 2908325.0188162103),False,885879,1kmE4091N2908,4091000,2908000
93564,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
281175,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
477409,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
696292,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
896429,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
1096566,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
1296703,49.47794,0.55209,1.6,0-5,POINT (3638352.408608148 2973409.5255349795),False,451263,1kmE3638N2973,3638000,2973000
1829985,49.47788,0.55387,1.13,0-5,POINT (3638479.3618965475 2973386.3527275855),False,451263,1kmE3638N2973,3638000,2973000
1979804,49.47823,0.5548,0.88,> 100,POINT (3638551.0432466264 2973416.3652323275),False,451263,1kmE3638N2973,3638000,2973000
2065110,49.47788,0.55387,1.13,0-5,POINT (3638479.3618965475 2973386.3527275855),False,451263,1kmE3638N2973,3638000,2973000
2156196,49.47823,0.5548,0.88,> 100,POINT (3638551.0432466264 2973416.3652323275),False,451263,1kmE3638N2973,3638000,2973000
93565,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
107331,49.05831,8.32734,1.47,0-5,POINT (4198730.022156528 2884184.322568051),False,934003,1kmE4198N2884,4198000,2884000
281176,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
294942,49.05831,8.32734,1.47,0-5,POINT (4198730.022156528 2884184.322568051),False,934003,1kmE4198N2884,4198000,2884000
477410,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
542867,49.05831,8.32734,1.47,0-5,POINT (4198730.022156528 2884184.322568051),False,934003,1kmE4198N2884,4198000,2884000
696293,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
896430,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
1096567,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
1296704,49.05867,8.32964,1.0,0-5,POINT (4198899.007847096 2884220.522634928),False,934003,1kmE4198N2884,4198000,2884000
93570,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
93971,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
176794,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
281181,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
281582,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
364405,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
477415,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
477816,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
612330,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
