,latitude,longitude,frp,fire_range,geometry,is_in_africa,index_right,CELLCODE,EOFORIGIN,NOFORIGIN
835305,46.60603,4.06571,3.1,0-5,POINT (3866451.0250485325 2628473.7508521974),False,672775,1kmE3866N2628,3866000,2628000
1035442,46.60603,4.06571,3.1,0-5,POINT (3866451.0250485325 2628473.7508521974),False,672775,1kmE3866N2628,3866000,2628000
1235579,46.60603,4.06571,3.1,0-5,POINT (3866451.0250485325 2628473.7508521974),False,672775,1kmE3866N2628,3866000,2628000
1435716,46.60603,4.06571,3.1,0-5,POINT (3866451.0250485325 2628473.7508521974),False,672775,1kmE3866N2628,3866000,2628000
655146,49.14376,6.50861,9.69,5-10,POINT (4066309.2307569915 2898337.5624072254),False,865111,1kmE4066N2898,4066000,2898000
835315,49.14376,6.50861,9.69,5-10,POINT (4066309.2307569915 2898337.5624072254),False,865111,1kmE4066N2898,4066000,2898000
1035452,49.14376,6.50861,9.69,5-10,POINT (4066309.2307569915 2898337.5624072254),False,865111,1kmE4066N2898,4066000,2898000
1235589,49.14376,6.50861,9.69,5-10,POINT (4066309.2307569915 2898337.5624072254),False,865111,1kmE4066N2898,4066000,2898000
1435726,49.14376,6.50861,9.69,5-10,POINT (4066309.2307569915 2898337.5624072254),False,865111,1kmE4066N2898,4066000,2898000
655148,48.59961,4.24527,11.67,10-50,POINT (3896886.2639368316 2848361.273387747),False,701641,1kmE3896N2848,3896000,2848000
835317,48.59961,4.24527,11.67,10-50,POINT (3896886.2639368316 2848361.273387747),False,701641,1kmE3896N2848,3896000,2848000
1035454,48.59961,4.24527,11.67,10-50,POINT (3896886.2639368316 2848361.273387747),False,701641,1kmE3896N2848,3896000,2848000
1235591,48.59961,4.24527,11.67,10-50,POINT (3896886.2639368316 2848361.273387747),False,701641,1kmE3896N2848,3896000,2848000
1435728,48.59961,4.24527,11.67,10-50,POINT (3896886.2639368316 2848361.273387747),False,701641,1kmE3896N2848,3896000,2848000
655150,48.59973,4.2476,9.5,5-10,POINT (3897058.5975673427 2848361.177469163),False,702618,1kmE3897N2848,3897000,2848000
835319,48.59973,4.2476,9.5,5-10,POINT (3897058.5975673427 2848361.177469163),False,702618,1kmE3897N2848,3897000,2848000
1035456,48.59973,4.2476,9.5,5-10,POINT (3897058.5975673427 2848361.177469163),False,702618,1kmE3897N2848,3897000,2848000
1235593,48.59973,4.2476,9.5,5-10,POINT (3897058.5975673427 2848361.177469163),False,702618,1kmE3897N2848,3897000,2848000
1435730,48.59973,4.2476,9.5,5-10,POINT (3897058.5975673427 2848361.177469163),False,702618,1kmE3897N2848,3897000,2848000
655153,48.69522,4.25454,50.84,50-100,POINT (3898377.52092281 2858910.123398122),False,703607,1kmE3898N2858,3898000,2858000
835322,48.69522,4.25454,50.84,50-100,POINT (3898377.52092281 2858910.123398122),False,703607,1kmE3898N2858,3898000,2858000
1035459,48.69522,4.25454,50.84,50-100,POINT (3898377.52092281 2858910.123398122),False,703607,1kmE3898N2858,3898000,2858000
1235596,48.69522,4.25454,50.84,50-100,POINT (3898377.52092281 2858910.123398122),False,703607,1kmE3898N2858,3898000,2858000
1435733,48.69522,4.25454,50.84,50-100,POINT (3898377.52092281 2858910.123398122),False,703607,1kmE3898N2858,3898000,2858000
670212,47.54417,3.26769,8.58,5-10,POINT (3814649.7385129766 2737557.516178266),False,624208,1kmE3814N2737,3814000,2737000
850381,47.54417,3.26769,8.58,5-10,POINT (3814649.7385129766 2737557.516178266),False,624208,1kmE3814N2737,3814000,2737000
1050518,47.54417,3.26769,8.58,5-10,POINT (3814649.7385129766 2737557.516178266),False,624208,1kmE3814N2737,3814000,2737000
1250655,47.54417,3.26769,8.58,5-10,POINT (3814649.7385129766 2737557.516178266),False,624208,1kmE3814N2737,3814000,2737000
1450792,47.54417,3.26769,8.58,5-10,POINT (3814649.7385129766 2737557.516178266),False,624208,1kmE3814N2737,3814000,2737000
670214,49.1207,3.42172,13.97,10-50,POINT (3841428.736617154 2911181.0679374547),False,649569,1kmE3841N2911,3841000,2911000
850383,49.1207,3.42172,13.97,10-50,POINT (3841428.736617154 2911181.0679374547),False,649569,1kmE3841N2911,3841000,2911000
1050520,49.1207,3.42172,13.97,10-50,POINT (3841428.736617154 2911181.0679374547),False,649569,1kmE3841N2911,3841000,2911000
1250657,49.1207,3.42172,13.97,10-50,POINT (3841428.736617154 2911181.0679374547),False,649569,1kmE3841N2911,3841000,2911000
1450794,49.1207,3.42172,13.97,10-50,POINT (3841428.736617154 2911181.0679374547),False,649569,1kmE3841N2911,3841000,2911000
876446,51.03503,2.25199,1.45,0-5,POINT (3778680.8592503425 3131409.4388340362),False,588206,1kmE3778N3131,3778000,3131000
1076583,51.03503,2.25199,1.45,0-5,POINT (3778680.8592503425 3131409.4388340362),False,588206,1kmE3778N3131,3778000,3131000
1276720,51.03503,2.25199,1.45,0-5,POINT (3778680.8592503425 3131409.4388340362),False,588206,1kmE3778N3131,3778000,3131000
1476857,51.03503,2.25199,1.45,0-5,POINT (3778680.8592503425 3131409.4388340362),False,588206,1kmE3778N3131,3778000,3131000
1600178,51.03568,2.2542,0.73,> 100,POINT (3778842.489341639 3131465.0105129676),False,588206,1kmE3778N3131,3778000,3131000
1611862,51.03503,2.25199,1.45,0-5,POINT (3778680.8592503425 3131409.4388340362),False,588206,1kmE3778N3131,3778000,3131000
1889881,51.03508,2.25362,0.94,> 100,POINT (3778795.0426495625 3131402.879016199),False,588206,1kmE3778N3131,3778000,3131000
876458,49.33694,6.05129,0.85,> 100,POINT (4034115.269006265 2921477.7040391075),False,836605,1kmE4034N2921,4034000,2921000
1076595,49.33694,6.05129,0.85,> 100,POINT (4034115.269006265 2921477.7040391075),False,836605,1kmE4034N2921,4034000,2921000
1276732,49.33694,6.05129,0.85,> 100,POINT (4034115.269006265 2921477.7040391075),False,836605,1kmE4034N2921,4034000,2921000
1476869,49.33694,6.05129,0.85,> 100,POINT (4034115.269006265 2921477.7040391075),False,836605,1kmE4034N2921,4034000,2921000
1611874,49.33694,6.05129,0.85,> 100,POINT (4034115.269006265 2921477.7040391075),False,836605,1kmE4034N2921,4034000,2921000
876465,48.12388,2.89654,0.56,> 100,POINT (3792843.417714591 2804349.053333364),False,602368,1kmE3792N2804,3792000,2804000
1076602,48.12388,2.89654,0.56,> 100,POINT (3792843.417714591 2804349.053333364),False,602368,1kmE3792N2804,3792000,2804000
1276739,48.12388,2.89654,0.56,> 100,POINT (3792843.417714591 2804349.053333364),False,602368,1kmE3792N2804,3792000,2804000
1476876,48.12388,2.89654,0.56,> 100,POINT (3792843.417714591 2804349.053333364),False,602368,1kmE3792N2804,3792000,2804000
1611881,48.12388,2.89654,0.56,> 100,POINT (3792843.417714591 2804349.053333364),False,602368,1kmE3792N2804,3792000,2804000
876467,47.87117,3.32452,0.42,> 100,POINT (3822093.8769187955 2773386.952099251),False,631764,1kmE3822N2773,3822000,2773000
1076604,47.87117,3.32452,0.42,> 100,POINT (3822093.8769187955 2773386.952099251),False,631764,1kmE3822N2773,3822000,2773000
1276741,47.87117,3.32452,0.42,> 100,POINT (3822093.8769187955 2773386.952099251),False,631764,1kmE3822N2773,3822000,2773000
1476878,47.87117,3.32452,0.42,> 100,POINT (3822093.8769187955 2773386.952099251),False,631764,1kmE3822N2773,3822000,2773000
1611883,47.87117,3.32452,0.42,> 100,POINT (3822093.8769187955 2773386.952099251),False,631764,1kmE3822N2773,3822000,2773000
876479,43.41888,5.3849,0.46,> 100,POINT (3946525.6300093476 2268237.192838732),False,750706,1kmE3946N2268,3946000,2268000
1076616,43.41888,5.3849,0.46,> 100,POINT (3946525.6300093476 2268237.192838732),False,750706,1kmE3946N2268,3946000,2268000
1276753,43.41888,5.3849,0.46,> 100,POINT (3946525.6300093476 2268237.192838732),False,750706,1kmE3946N2268,3946000,2268000
1476890,43.41888,5.3849,0.46,> 100,POINT (3946525.6300093476 2268237.192838732),False,750706,1kmE3946N2268,3946000,2268000
1611895,43.41888,5.3849,0.46,> 100,POINT (3946525.6300093476 2268237.192838732),False,750706,1kmE3946N2268,3946000,2268000
1484274,43.62413,4.78028,12.11,10-50,POINT (3899038.8239140743 2294154.290141723),False,704024,1kmE3899N2294,3899000,2294000
1485238,42.32826,8.96296,9.42,5-10,POINT (4235237.02533671 2136521.867320856),False,944278,1kmE4235N2136,4235000,2136000
1646606,42.33251,8.96257,18.36,10-50,POINT (4235210.81235779 2136992.774457965),False,944278,1kmE4235N2136,4235000,2136000
1485239,42.32635,8.95086,8.9,5-10,POINT (4234233.686940414 2136324.280152809),False,943988,1kmE4234N2136,4234000,2136000
1646607,42.33208,8.95592,18.36,10-50,POINT (4234660.322491559 2136952.7654658677),False,943988,1kmE4234N2136,4234000,2136000
1497589,48.11682,1.94872,171.71,> 100,POINT (3722589.5646017864 2810800.9869145793),False,531035,1kmE3722N2810,3722000,2810000
1497590,48.11295,1.92975,46.99,10-50,POINT (3721140.327230233 2810526.938248044),False,530037,1kmE3721N2810,3721000,2810000
1497591,48.12711,1.94396,53.69,50-100,POINT (3722358.788677196 2811977.734824132),False,531036,1kmE3722N2811,3722000,2811000
1672538,48.11996,1.95004,5.36,5-10,POINT (3722724.2426331565 2811137.5920306654),False,531036,1kmE3722N2811,3722000,2811000
1672539,48.11926,1.94358,5.36,5-10,POINT (3722238.0617064303 2811112.555290071),False,531036,1kmE3722N2811,3722000,2811000
1672540,48.12294,1.94271,9.16,5-10,POINT (3722217.119113815 2811526.6455424624),False,531036,1kmE3722N2811,3722000,2811000
1497592,48.12326,1.92499,22.28,10-50,POINT (3720910.0522192568 2811705.9640901964),False,529040,1kmE3720N2811,3720000,2811000
1497593,48.63393,3.9652,37.5,10-50,POINT (3876602.4475415666 2853816.45650547),False,682447,1kmE3876N2853,3876000,2853000
1672541,48.62968,3.96301,4.51,0-5,POINT (3876403.784012543 2853358.506519391),False,682447,1kmE3876N2853,3876000,2853000
1502134,49.82566,1.64324,12.17,10-50,POINT (3721102.053267219 3002312.201575414),False,530229,1kmE3721N3002,3721000,3002000
1568622,48.83449,2.543,2.87,0-5,POINT (3774449.576529422 2885603.2125069397),False,583804,1kmE3774N2885,3774000,2885000
1600173,51.04849,2.32303,1.76,0-5,POINT (3783788.2799324463 3132375.098014226),False,593396,1kmE3783N3132,3783000,3132000
1751011,51.05167,2.32311,2.25,0-5,POINT (3783830.7638153126 3132726.6454585223),False,593396,1kmE3783N3132,3783000,3132000
1833594,51.04812,2.32118,0.8,> 100,POINT (3783655.076876674 3132347.729203489),False,593396,1kmE3783N3132,3783000,3132000
1889875,51.04837,2.31905,1.36,0-5,POINT (3783509.5614528395 3132391.0784764676),False,593396,1kmE3783N3132,3783000,3132000
1889876,51.0472,2.32503,1.36,0-5,POINT (3783912.6712725624 3132217.5481723114),False,593396,1kmE3783N3132,3783000,3132000
2068719,51.04812,2.32118,0.8,> 100,POINT (3783655.076876674 3132347.729203489),False,593396,1kmE3783N3132,3783000,3132000
2146854,51.0486,2.31801,2.51,0-5,POINT (3783439.766023225 3132424.1978099085),False,593396,1kmE3783N3132,3783000,3132000
2149771,51.04938,2.3177,1.16,0-5,POINT (3783427.2250331896 3132512.850764949),False,593396,1kmE3783N3132,3783000,3132000
2149772,51.04772,2.32509,1.16,0-5,POINT (3783922.8859902653 3132274.6891984236),False,593396,1kmE3783N3132,3783000,3132000
2240101,51.04693,2.32309,2.09,0-5,POINT (3783774.3545875805 3132201.911186751),False,593396,1kmE3783N3132,3783000,3132000
2240102,51.04766,2.31627,2.09,0-5,POINT (3783307.6047058823 3132332.9105447396),False,593396,1kmE3783N3132,3783000,3132000
1600183,50.40447,3.56244,0.32,> 100,POINT (3863985.5425984296 3052587.718694499),False,670390,1kmE3863N3052,3863000,3052000
1748897,50.40327,3.55925,1.47,0-5,POINT (3863748.141393734 3052474.5782822473),False,670390,1kmE3863N3052,3863000,3052000
1748899,50.40286,3.56104,2.91,0-5,POINT (3863870.877132458 3052417.9480820317),False,670390,1kmE3863N3052,3863000,3052000
2240111,50.40213,3.56085,0.72,> 100,POINT (3863850.3676232495 3052338.1962405425),False,670390,1kmE3863N3052,3863000,3052000
1600189,49.82983,1.64033,9.04,5-10,POINT (3720946.206361589 3002797.2752614003),False,529231,1kmE3720N3002,3720000,3002000
1705407,49.83137,1.63984,3.62,0-5,POINT (3720930.41867638 3002971.6340496195),False,529231,1kmE3720N3002,3720000,3002000
1705408,49.82646,1.63923,3.62,0-5,POINT (3720825.6050589345 3002433.4924853994),False,529231,1kmE3720N3002,3720000,3002000
1600203,43.99812,4.8461,1.25,0-5,POINT (3907036.9483227297 2335166.83095247),False,711969,1kmE3907N2335,3907000,2335000
1646608,42.33719,8.96015,18.36,10-50,POINT (4235017.371728814 2137513.5964032626),False,944279,1kmE4235N2137,4235000,2137000
1706157,49.35541,4.76527,2.12,0-5,POINT (3940985.086975911 2929359.5410092836),False,745334,1kmE3940N2929,3940000,2929000
1706159,49.35462,4.76506,2.24,0-5,POINT (3940963.727835231 2929272.965962914),False,745334,1kmE3940N2929,3940000,2929000
1715798,45.76082,4.47513,24.49,10-50,POINT (3891048.7140138196 2532416.386732709),False,696471,1kmE3891N2532,3891000,2532000
1727525,49.25544,2.05671,30.19,10-50,POINT (3743908.720204006 2935909.8028981974),False,552094,1kmE3743N2935,3743000,2935000
1735941,43.5864,4.57583,41.65,10-50,POINT (3882258.69331629 2291153.5381261837),False,687609,1kmE3882N2291,3882000,2291000
1855163,43.58723,4.57732,4.22,0-5,POINT (3882385.231971878 2291236.6293162517),False,687609,1kmE3882N2291,3882000,2291000
1855164,43.58651,4.57263,4.22,0-5,POINT (3882001.1998955454 2291184.423465703),False,687609,1kmE3882N2291,3882000,2291000
1855165,43.5905,4.57637,4.22,0-5,POINT (3882333.1973493495 2291603.866924027),False,687609,1kmE3882N2291,3882000,2291000
1951781,43.59087,4.57231,2.8,0-5,POINT (3882008.264492998 2291668.5387783735),False,687609,1kmE3882N2291,3882000,2291000
2030435,43.58567,4.58017,10.69,10-50,POINT (3882603.5459527127 2291047.425747887),False,687609,1kmE3882N2291,3882000,2291000
2030436,43.59071,4.57754,10.69,10-50,POINT (3882429.2234236156 2291620.2541372133),False,687609,1kmE3882N2291,3882000,2291000
2030437,43.5895,4.57323,10.0,5-10,POINT (3882072.1913304944 2291511.625334795),False,687609,1kmE3882N2291,3882000,2291000
2047382,43.5864,4.57583,41.65,10-50,POINT (3882258.69331629 2291153.5381261837),False,687609,1kmE3882N2291,3882000,2291000
2090288,43.58723,4.57732,4.22,0-5,POINT (3882385.231971878 2291236.6293162517),False,687609,1kmE3882N2291,3882000,2291000
2090289,43.58651,4.57263,4.22,0-5,POINT (3882001.1998955454 2291184.423465703),False,687609,1kmE3882N2291,3882000,2291000
2090290,43.5905,4.57637,4.22,0-5,POINT (3882333.1973493495 2291603.866924027),False,687609,1kmE3882N2291,3882000,2291000
2206827,43.58567,4.58017,10.69,10-50,POINT (3882603.5459527127 2291047.425747887),False,687609,1kmE3882N2291,3882000,2291000
2206828,43.59071,4.57754,10.69,10-50,POINT (3882429.2234236156 2291620.2541372133),False,687609,1kmE3882N2291,3882000,2291000
2206829,43.5895,4.57323,10.0,5-10,POINT (3882072.1913304944 2291511.625334795),False,687609,1kmE3882N2291,3882000,2291000
2240159,43.58543,4.57514,1.25,0-5,POINT (3882195.677543501 2291050.28544199),False,687609,1kmE3882N2291,3882000,2291000
1748919,48.94167,5.91247,0.87,> 100,POINT (4021646.258593228 2878136.272990549),False,824651,1kmE4021N2878,4021000,2878000
1889894,48.94092,5.91507,0.8,> 100,POINT (4021831.9156329352 2878042.430895077),False,824651,1kmE4021N2878,4021000,2878000
1748920,48.94093,5.91846,0.87,> 100,POINT (4022079.957363296 2878029.776507496),False,825575,1kmE4022N2878,4022000,2878000
1748928,48.01044,5.22732,0.89,> 100,POINT (3965003.9374197465 2777819.0224242914),False,770529,1kmE3965N2777,3965000,2777000
1748939,47.0593,5.10331,0.8,> 100,POINT (3948988.2024064413 2672930.9624918196),False,753130,1kmE3948N2672,3948000,2672000
1748940,46.65698,6.54544,0.65,> 100,POINT (4056431.5756058814 2622111.944295791),False,856098,1kmE4056N2622,4056000,2622000
1748970,43.28926,5.42915,0.83,> 100,POINT (3949289.6891975836 2253675.2131147105),False,753722,1kmE3949N2253,3949000,2253000
1748978,41.95371,8.80516,0.58,> 100,POINT (4221576.781245153 2095261.3621361433),False,940221,1kmE4221N2095,4221000,2095000
1751016,42.9586,0.37656,0.89,> 100,POINT (3535892.619529452 2256065.570028014),False,360505,1kmE3535N2256,3535000,2256000
1777486,51.0335,2.28495,5.78,5-10,POINT (3780960.1236805227 3130995.923789732),False,590281,1kmE3780N3130,3780000,3130000
1889882,51.02589,2.28182,0.58,> 100,POINT (3780653.1872164286 3130176.415459682),False,590281,1kmE3780N3130,3780000,3130000
2242093,51.03322,2.28369,1.58,0-5,POINT (3780869.038282615 3130974.2323364634),False,590281,1kmE3780N3130,3780000,3130000
1778535,43.58807,4.57092,2.2,0-5,POINT (3881874.9322441285 2291366.976015611),False,686654,1kmE3881N2291,3881000,2291000
1800353,48.90338,0.62126,1.38,0-5,POINT (3635337.4667301 2909308.9058107873),False,448487,1kmE3635N2909,3635000,2909000
1800361,50.04966,3.41999,7.73,5-10,POINT (3850403.6472175233 3014154.3733630446),False,658143,1kmE3850N3014,3850000,3014000
1829971,49.31763,6.14514,0.35,> 100,POINT (4040815.8880460598 2918971.282938874),False,842034,1kmE4040N2918,4040000,2918000
2065096,49.31763,6.14514,0.35,> 100,POINT (4040815.8880460598 2918971.282938874),False,842034,1kmE4040N2918,4040000,2918000
1829986,49.48179,0.22963,1.96,0-5,POINT (3615264.9310836624 2976883.2237893124),False,430681,1kmE3615N2976,3615000,2976000
1833446,49.47831,0.22894,1.25,0-5,POINT (3615164.914583441 2976505.6873484394),False,430681,1kmE3615N2976,3615000,2976000
2065111,49.48179,0.22963,1.96,0-5,POINT (3615264.9310836624 2976883.2237893124),False,430681,1kmE3615N2976,3615000,2976000
2068571,49.47831,0.22894,1.25,0-5,POINT (3615164.914583441 2976505.6873484394),False,430681,1kmE3615N2976,3615000,2976000
1829987,49.48195,0.22405,1.5,0-5,POINT (3614866.939410402 2976954.5359684825),False,429794,1kmE3614N2976,3614000,2976000
2065112,49.48195,0.22405,1.5,0-5,POINT (3614866.939410402 2976954.5359684825),False,429794,1kmE3614N2976,3614000,2976000
1833598,49.52436,5.89585,1.01,0-5,POINT (4023979.245849644 2942909.6545990314),False,826562,1kmE4023N2942,4023000,2942000
2068723,49.52436,5.89585,1.01,0-5,POINT (4023979.245849644 2942909.6545990314),False,826562,1kmE4023N2942,4023000,2942000
1855161,43.58629,4.97469,4.23,0-5,POINT (3914463.2427025614 2288894.567386535),False,718892,1kmE3914N2288,3914000,2288000
2090286,43.58629,4.97469,4.23,0-5,POINT (3914463.2427025614 2288894.567386535),False,718892,1kmE3914N2288,3914000,2288000
1855162,43.58397,4.57827,2.84,0-5,POINT (3882437.351646279 2290870.499136105),False,687608,1kmE3882N2290,3882000,2290000
2090287,43.58397,4.57827,2.84,0-5,POINT (3882437.351646279 2290870.499136105),False,687608,1kmE3882N2290,3882000,2290000
1855166,43.54319,3.96811,11.59,10-50,POINT (3832854.5790058593 2290129.2601923966),False,640548,1kmE3832N2290,3832000,2290000
2090291,43.54319,3.96811,11.59,10-50,POINT (3832854.5790058593 2290129.2601923966),False,640548,1kmE3832N2290,3832000,2290000
1888449,49.0111,4.70901,1.46,0-5,POINT (3934207.703421695 2891450.1726906556),False,739315,1kmE3934N2891,3934000,2891000
1888450,49.01202,4.71128,1.53,0-5,POINT (3934380.52239875 2891540.318332462),False,739315,1kmE3934N2891,3934000,2891000
1888469,48.04921,7.56771,0.63,> 100,POINT (4139605.5331862043 2773612.0619506156),False,913658,1kmE4139N2773,4139000,2773000
1888470,48.04836,7.56859,0.53,> 100,POINT (4139668.1068194173 2773515.4794931),False,913658,1kmE4139N2773,4139000,2773000
1888471,48.0107,5.22494,0.49,> 100,POINT (3964828.5130394613 2777859.339376553),False,769505,1kmE3964N2777,3964000,2777000
1888516,43.79182,7.37323,0.99,> 100,POINT (4109120.4248236488 2301767.345330421),False,897438,1kmE4109N2301,4109000,2301000
2146942,43.79277,7.37563,1.57,0-5,POINT (4109317.398492107 2301865.818513606),False,897438,1kmE4109N2301,4109000,2301000
