"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2024","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"M0243010",48.1596669,0.2049394,500,"site",2024-02-13,"L'Orne Saosnoise à Montbizot",12840.4285714286,5910.90476190476,117.232878698774,"sup à 100%","#6baed6","+117,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+117,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0301510",48.4703079,0.56397,78.8,"site",2024-02-13,"L'Huisne à Réveillon [Moulin de Réveillon]",2218.57142857143,968.465838509317,129.081020760247,"sup à 100%","#6baed6","+129,1%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+129,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0361510",48.3184994,0.8138701,827,"site",2024-02-13,"L'Huisne à Nogent-le-Rotrou [Pont de bois]",17406.5714285714,9849.70952380952,76.7216727203459,"sup à 50%","#9ecae1","+76,7%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+76,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0416010",48.0298187,0.5521997,45,"site",2024-02-13,"La Tortue à Saint-Michel-de-Chavaignes [L'Onglée]",629.571428571429,433.852380952381,45.1118989342437,"sup à 15%","#c6dbef","+45,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+45,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0421510",48.0415996,0.4052995,1890,"site",2024-02-13,"L'Huisne à Montfort-le-Gesnois [La Pécardière]",33513.8571428571,20992.6619047619,59.6455813698164,"sup à 50%","#9ecae1","+59,6%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+59,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0424810",48.0020285,0.4000332,167,"site",2024-02-13,"Le Narais à Saint-Mars-la-Brière",1279,1192.97619047619,7.2108571998803,"0 et 15%","#eff3ff","+7,2%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+7,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0434010",48.0400035,0.2948131,185,"site",2024-02-13,"La Vive Parence à Yvré-l'Évêque [Parence]",4877.28571428571,2087.8380952381,133.604594408433,"sup à 100%","#6baed6","+133,6%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+133,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0500610",47.9126733,0.1447202,5420,"site",2024-02-13,"La Sarthe à Spay [Ecluse de Prélandon]",111984.285714286,73683.9761904762,51.9791568044616,"sup à 50%","#9ecae1","+52,0%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+52,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0504510",47.9362435,0.1990788,76,"site",2024-02-13,"Le Roule Crotte à Arnage [Gué Gilet]",1117.85714285714,732.032967032967,52.705847031449,"sup à 50%","#9ecae1","+52,7%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+52,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0514010",47.8874913,0.1516577,52,"site",2024-02-13,"Le Rhonne à Guécélard [La Soufflardière]",521,448.038095238095,16.2847546977298,"sup à 15%","#c6dbef","+16,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+16,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0525210",47.922894,0.0809719,59,"site",2024-02-13,"L'Orne Champenoise à Voivres-lès-le-Mans",1828.28571428571,659.366666666667,177.279062881408,"sup à 100%","#6baed6","+177,3%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+177,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0535010",47.9060047,-0.0432822,112,"site",2024-02-13,"La Gée à Fercé-sur-Sarthe [Planche Augis]",3041.85714285714,1373.50952380952,121.46603937775,"sup à 100%","#6baed6","+121,5%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+121,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0544010",47.8104221,-0.0847956,82,"site",2024-02-13,"La Vézanne à Malicorne-sur-Sarthe",1709,784.227513227513,117.921454064594,"sup à 100%","#6baed6","+117,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+117,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0556030",47.8708583,-0.2050503,83,"site",2024-02-13,"Les Deux Fonts à Avoise [Gué Avezel]",1969.42857142857,847.260204081633,132.446722027182,"sup à 100%","#6baed6","+132,4%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+132,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0566220",48.1108991,-0.0794983,22,"site",2024-02-13,"Le Berdin à Tennie",836.714285714286,397.019047619048,110.749154412646,"sup à 100%","#6baed6","+110,7%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+110,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0583020",47.8881203,-0.231496,401,"site",2024-02-13,"La Vègre à Asnières-sur-Vègre",12456.5714285714,6527.4,90.8351170231853,"sup à 50%","#9ecae1","+90,8%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+90,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0633010",47.897096,-0.3618321,380,"site",2024-02-13,"L'Erve à Auvers-le-Hamon [Moulin la Roche]",11138.8571428571,6852.35238095238,62.5552295562032,"sup à 50%","#9ecae1","+62,6%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+62,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0653110",47.8681027,-0.3802115,233,"site",2024-02-13,"La Vaige à Bouessay",8347.57142857143,3977.72857142857,109.857743651258,"sup à 100%","#6baed6","+109,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+109,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0674010",47.860604,-0.4404388,48,"site",2024-02-13,"La Taude à Saint-Brice",1544.71428571429,687.019047619048,124.843007056019,"sup à 100%","#6baed6","+124,8%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+124,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0680610",47.8031602,-0.3858969,7380,"site",2024-02-13,"La Sarthe à Saint-Denis-d'Anjou [Beffes]",169980.714285714,102350.571428571,66.0769567899688,"sup à 50%","#9ecae1","+66,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+66,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1034020",48.2091359,1.3477346,268,"site",2024-02-13,"L'Ozanne à Trizay-lès-Bonneval [Prémoteux]",5814.71428571429,3533.4380952381,64.5625062329687,"sup à 50%","#9ecae1","+64,6%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+64,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1041610",48.151659,1.4177765,1160,"site",2024-02-13,"Le Loir à Saint-Maur-sur-le-Loir",12468.5714285714,8072.30952380952,54.46101752906,"sup à 50%","#9ecae1","+54,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+54,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1073020",48.1210738,1.4521487,1440,"site",2024-02-13,"La Conie à Conie-Molitard",561.857142857143,1611.30434782609,-65.1302906483695,"inf à -60%","#e6550d","-65,1%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-65,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1114010",48.0308908,1.2577233,297,"site",2024-02-13,"L'Yerre à Saint-Hilaire-sur-Yerre [Bêchereau]",6517,3920.68681318681,66.2208768647567,"sup à 50%","#9ecae1","+66,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+66,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1151610",47.759049,0.8902876,4545,"site",2024-02-13,"Le Loir à Villavard",27373.2857142857,26039.5428571429,5.12199029168801,"0 et 15%","#eff3ff","+5,1%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1213010",48.0143168,0.8195966,270,"site",2024-02-13,"La Braye à Valennes [La Caboche]",5517.71428571429,3380.05714285714,63.2432249666111,"sup à 50%","#9ecae1","+63,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+63,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1233040",47.9114025,0.8413136,497,"site",2024-02-13,"La Braye à Sargé-sur-Braye",11392.8571428571,6367.41326530612,78.924418255258,"sup à 50%","#9ecae1","+78,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+78,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1254010",47.8016103,0.6671615,94,"site",2024-02-13,"Le Tusson à la Chapelle-Gaugain [Les Riverelles]",2367.71428571429,1145.04,106.780050104301,"sup à 100%","#6baed6","+106,8%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+106,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1313010",47.7981534,0.5365484,156,"site",2024-02-13,"La Veuve à Saint-Pierre-du-Lorouër [Petit Brives]",2872.57142857143,1529.00952380952,87.871388885429,"sup à 50%","#9ecae1","+87,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+87,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1341610",47.7106988,0.4799114,5940,"site",2024-02-13,"Le Loir à Flée [Port-Gautier]",56277.2857142857,46885.4973544974,20.0313292803055,"sup à 15%","#c6dbef","+20,0%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+20,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1531610",47.6694913,-0.2451416,7920,"site",2024-02-13,"Le Loir à Durtal",81850.1428571429,60988.1,34.2067433764011,"sup à 15%","#c6dbef","+34,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+34,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1534510",47.7170982,-0.2178347,59,"site",2024-02-13,"L'Argance à la Chapelle-d'Aligné [La Cheviraye]",1062.71428571429,589.216931216931,80.3604461126784,"sup à 50%","#9ecae1","+80,4%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+80,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3020910",48.4885902,-0.3693893,335,"site",2024-02-13,"La Mayenne à Madré",9927.57142857143,9271.82285714286,7.07248813455696,"0 et 15%","#eff3ff","+7,1%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+7,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3060910",48.4452473,-0.5863793,828,"site",2024-02-13,"La Mayenne à Ambrières-les-Vallées [Cigné]",25562.2857142857,20847.126984127,22.6177867758412,"sup à 15%","#c6dbef","+22,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+22,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3103010",48.5876823,-0.6619804,201.3,"site",2024-02-13,"La Varenne à Domfront",8066.85714285714,5920.71904761905,36.2479299891985,"sup à 15%","#c6dbef","+36,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+36,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3133010",48.4973018,-0.6754929,517,"site",2024-02-13,"La Varenne à Saint-Fraimbault [Moulin Crinais]",19162.1428571429,15606.7295918367,22.7812831918732,"sup à 15%","#c6dbef","+22,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+22,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3223010",48.3612284,-0.6638457,245,"site",2024-02-13,"La Colmont à Oisseau",7448.14285714286,5728.21428571429,30.0255626909408,"sup à 15%","#c6dbef","+30,0%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+30,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3230920",48.3500639,-0.5839964,1851,"site",2024-02-13,"La Mayenne à Saint-Fraimbault-de-Prières",57536.1428571429,47848.1285714286,20.2474257091411,"sup à 15%","#c6dbef","+20,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+20,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3253110",48.2689418,-0.6256551,188,"site",2024-02-13,"L'Aron à Moulay",6407.42857142857,4238.24285714286,51.1812509901339,"sup à 50%","#9ecae1","+51,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+51,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3313010",48.2975904,-0.9448314,115,"site",2024-02-13,"L'Ernée à Ernée",3903.28571428571,2657.98571428571,46.8512676086618,"sup à 15%","#c6dbef","+46,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+46,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3323010",48.1663528,-0.7756833,375,"site",2024-02-13,"L'Ernée à Andouillé [Les Vaugeois]",11774.7142857143,8757.90952380952,34.4466308278614,"sup à 15%","#c6dbef","+34,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+34,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3340910",48.0122212,-0.7409656,2890,"site",2024-02-13,"La Mayenne à l'Huisserie [Bonne]",89223.5714285714,68128.080952381,30.9644572124898,"sup à 15%","#c6dbef","+31,0%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+31,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3403010",48.1539072,-0.4755387,85,"site",2024-02-13,"La Jouanne à Neau [La Touche]",2677.85714285714,1671.45142857143,60.2114842873941,"sup à 50%","#9ecae1","+60,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+60,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3504010",47.9873186,-0.7826624,235,"site",2024-02-13,"Le Vicoin à Nuillé-sur-Vicoin",8298.85714285714,4819.1,72.2076143441128,"sup à 50%","#9ecae1","+72,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+72,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3514010",47.970592,-0.7064855,118,"site",2024-02-13,"L'Ouette à Entrammes",3602.71428571429,1924.5,87.2026129235796,"sup à 50%","#9ecae1","+87,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+87,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3600910",47.8176548,-0.6990426,3910,"site",2024-02-13,"La Mayenne à Château-Gontier",120605.571428571,86893.419047619,38.7971295760352,"sup à 15%","#c6dbef","+38,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+38,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3711810",47.9352371,-0.9279912,133,"site",2024-02-13,"L'Oudon à Cossé-le-Vivien",3841,2413.55238095238,59.1430138543069,"sup à 50%","#9ecae1","+59,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+59,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3771810",47.7740624,-0.9267413,734,"site",2024-02-13,"L'Oudon à Châtelais [Marcillé]",20740.8571428571,11452.9761904762,81.095785042357,"sup à 50%","#9ecae1","+81,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+81,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3774010",47.7837125,-0.9864993,85,"site",2024-02-13,"Le Chéran à la Boissière",2700.42857142857,1471.27142857143,83.5438736175705,"sup à 50%","#9ecae1","+83,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+83,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3823010",47.6789076,-0.9513413,205,"site",2024-02-13,"La Verzée au Bourg-d'Iré [La Pommeraye]",5173,3318.65024630542,55.8766250152148,"sup à 50%","#9ecae1","+55,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+55,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3834010",47.6458546,-0.8667163,155,"site",2024-02-13,"L'Argos à Marans et à Sainte-Gemmes-d'Andigné",7288.85714285714,2205.18571428571,230.532575811562,"sup à 200%","#3182bd","+230,5%","Débit moyen au 13 février 2024: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+230,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M3851810",47.6857703,-0.8679851,1310,"site",2024-02-13,"L'Oudon à Segré [écluse de Maingué]",39170,22928.6342857143,70.8344226346045,"sup à 50%","#9ecae1","+70,8%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+70,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M5014210",47.3753778,-0.507215,172,"site",2024-02-13,"L'Aubance à Soulaines-sur-Aubance",1764.42857142857,1622.79047619048,8.72805807750284,"0 et 15%","#eff3ff","+8,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M5102010",47.1928554,-0.3743384,259,"site",2024-02-13,"Le Layon à Saint-Georges-sur-Layon",3327.28571428571,3377.25714285714,-1.47964535887114,"inf à 0%","#feedde","-1,5%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-1,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M5214010",47.3020609,-0.6216672,151,"site",2024-02-13,"L'Hyrôme à Chanzeaux et à Saint-Lambert-du-Lattay",4235.28571428571,2701.39047619048,56.7816926732614,"sup à 50%","#9ecae1","+56,8%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+56,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M5222010",47.3163591,-0.6321602,920,"site",2024-02-13,"Le Layon à Saint-Lambert-du-Lattay",15214.7142857143,12238.7142857143,24.3162797212592,"sup à 15%","#c6dbef","+24,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+24,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"M5300010",47.3923051,-0.8612112,109930,"site",2024-02-13,"La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-sur-Loire et à Saint-Florent-le-Vieil",1093393.71428571,1447213.65714286,-24.4483557151937,"inf à -15%","#fdbe85","-24,4%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-24,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M6013010",47.3100151,-1.0520544,460,"site",2024-02-13,"L'Evre à la Chapelle-Saint-Florent",15494.4285714286,9184.94761904762,68.6937064213242,"sup à 50%","#9ecae1","+68,7%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+68,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M6014010",47.1780552,-0.9621682,38,"site",2024-02-13,"Le Beuvron à Andrezé [Tuvache]",1629.42857142857,813.466666666667,100.30674128363,"sup à 100%","#6baed6","+100,3%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+100,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"M6323010",47.5595203,-1.0490546,169,"site",2024-02-13,"L'Erdre à Candé et à Saint-Mars-la-Jaille",8122.85714285714,2841.51904761905,185.8631952393,"sup à 100%","#6baed6","+185,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+185,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M6333020",47.4638875,-1.4810772,472,"site",2024-02-13,"L'Erdre à Nort-sur-Erdre [Moulin de Vault]",21448.1428571429,7614.17619047619,181.686978611951,"sup à 100%","#6baed6","+181,7%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+181,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M7022410",46.810942,-0.7000562,359,"site",2024-02-13,"La Sèvre Nantaise à Saint-Mesmin [La Branle]",12215.4285714286,10773.6057142857,13.3829183597378,"0 et 15%","#eff3ff","+13,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+13,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M7044010",46.9640183,-0.7998355,61,"site",2024-02-13,"L'Ouin à Mauléon [La Voie Moulins]",2020.85714285714,1566.01428571429,29.0446173634608,"sup à 15%","#c6dbef","+29,0%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+29,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M7213020",47.0957306,-1.184771,373,"site",2024-01-25,"La Moine à Saint-Crespin-sur-Moine",11149.5714285714,7788.12698412698,43.1611406862702,"sup à 15%","#c6dbef","+43,2%","Débit moyen au 25 janvier 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+43,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M7314010",47.1413312,-1.2222352,90,"site",2024-02-13,"La Sanguèze à Tillières [Moulin Pichon]",4985.71428571429,2236.84761904762,122.890206881283,"sup à 100%","#6baed6","+122,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+122,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M7413010",46.9035716,-1.1571507,131,"site",2024-02-13,"La Maine à Saint-Fulgent [Plessis des Landes]",3711.71428571429,3215.5763546798,15.4292069697687,"sup à 15%","#c6dbef","+15,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+15,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M7453010",47.0557016,-1.3713288,597,"site",2024-02-13,"La Maine à Remouillé",20078.2857142857,13736.0428571429,46.1722704501083,"sup à 15%","#c6dbef","+46,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+46,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M8144010",47.0158715,-1.5902477,130,"site",2024-02-13,"La Logne à Saint-Colomban [La Roussière]",5158.42857142857,3160.47619047619,63.2168148259756,"sup à 50%","#9ecae1","+63,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+63,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M8205020",47.1216011,-1.5322775,147,"site",2024-02-13,"L'Ognon aux Sorinières [Villeneuve]",5477.28571428571,3175.53333333333,72.4839621990757,"sup à 50%","#9ecae1","+72,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+72,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"N0113010",46.8874582,-1.7033383,31,"site",2024-02-13,"Le Falleron à Falleron",1325.28571428571,961.552380952381,37.8277190653997,"sup à 15%","#c6dbef","+37,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+37,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"N1001510",46.776511,-1.6198973,118,"site",2024-02-13,"La Vie à la Chapelle-Palluau",4388,3030.17714285714,44.8100158218003,"sup à 15%","#c6dbef","+44,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+44,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"N1203020",46.671698,-1.7170126,125,"site",2024-02-13,"Le Jaunay à la Chapelle-Hermier [Reveillère]",3771.14285714286,3398.67619047619,10.9591689761561,"0 et 15%","#eff3ff","+11,0%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"N2024010",46.5751371,-1.6674863,89.2,"site",2024-02-13,"La Ciboule à la Chapelle-Achard [La Renelière]",2780.57142857143,2182.83333333333,27.383588389926,"sup à 15%","#c6dbef","+27,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+27,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"N3001610",46.7502438,-0.9513046,131,"site",2024-02-13,"Le Lay [Grand] à Saint-Prouant [Monsireigne]",3750.71428571429,3452.9619047619,8.62310066444019,"0 et 15%","#eff3ff","+8,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"N3024010",46.6696148,-0.9712521,120,"site",2024-02-13,"Le Loing à Chantonnay [St-Philbert du Pont Charrault]",3037.42857142857,3010.21428571429,0.904064731983779,"0 et 15%","#eff3ff","+0,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+0,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"N3222010",46.5279288,-1.1211278,180,"site",2024-02-13,"La Smagne à Sainte-Pexine [Les Mottes]",4880,4078.3380952381,19.6565828050874,"sup à 15%","#c6dbef","+19,7%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+19,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"N3301610",46.5356779,-1.2196464,1044,"site",2024-02-13,"Le Lay à Mareuil-sur-Lay-Dissais",25434.1428571429,24038.519047619,5.80578115797917,"0 et 15%","#eff3ff","+5,8%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,8%</span> par rapport à la moyenne 1990-2020 à cette période."
