"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2024","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"I6502010",49.116585,-1.3932345,19.1,"site",2024-02-13,"La Taute à Saint-Sauveur-Lendelin",668,578.478021978022,15.475432880902,"sup à 15%","#c6dbef","+15,5%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+15,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"I6923010",49.6350618,-1.289138,105.6,"site",2024-02-13,"La Saire à Anneville-en-Saire",3546,3101.53714285714,14.3304057527236,"0 et 15%","#eff3ff","+14,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+14,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"I6943010",49.615641,-1.5681858,14.8,"site",2024-02-13,"Le Trottebec à la Glacerie [Le Val Joli]",629.285714285714,589.773399014778,6.69957569075542,"0 et 15%","#eff3ff","+6,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"I6943110",49.6212202,-1.6245758,101.8,"site",2024-02-13,"La Divette à Cherbourg-Octeville",3879.71428571429,3396.92857142857,14.2124187816727,"0 et 15%","#eff3ff","+14,2%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+14,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"I6964010",49.5725137,-1.8268962,12.1,"site",2024-02-13,"Le Petit Douet à Héauville",320,349.242857142857,-8.37321552746755,"inf à 0%","#feedde","-8,4%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-8,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"I7021020",48.8369962,-1.201701,85.7,"site",2024-02-13,"La Sienne à Sainte-Cécile [2]",3759,3260.99047619048,15.2717257975957,"sup à 15%","#c6dbef","+15,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+15,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"I7102020",48.8670562,-1.3651767,89.9,"site",2024-02-13,"L'Airou au Mesnil-Rogues",3992.57142857143,3440.52571428571,16.0453884124023,"sup à 15%","#c6dbef","+16,0%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+16,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"I7222020",49.0363938,-1.444313,141.8,"site",2024-02-13,"La Soulles à Saint-Pierre-de-Coutances et à Coutances",4334.57142857143,4658.87619047619,-6.96100837725013,"inf à 0%","#feedde","-7,0%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-7,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"I7913610",48.7840803,-1.5319889,73.1,"site",2024-02-13,"Le Thar à Jullouville",1993.42857142857,1801.54054054054,10.6513301571585,"0 et 15%","#eff3ff","+10,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+10,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"I8002010",48.7121196,-1.0164408,72.9,"site",2024-02-13,"La Sée à Chérencé-le-Roussel",3340,2985.93406593407,11.857794788753,"0 et 15%","#eff3ff","+11,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"I8033810",48.725532,-1.3798888,25.3,"site",2024-02-13,"La Braize à Lolif",772.142857142857,623.229591836735,23.8938053097344,"sup à 15%","#c6dbef","+23,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+23,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"I9031010",48.5983711,-0.9699467,203.4,"site",2024-02-13,"La Sélune à Notre-Dame-du-Touchet",7264,5491.08163265306,32.2872338448616,"sup à 15%","#c6dbef","+32,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+32,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"I9122010",48.4869592,-1.071908,149.7,"site",2024-02-13,"L'Airon à Louvigné-du-Désert et à Landivy",4773.71428571429,3937.54761904762,21.2357220169674,"sup à 15%","#c6dbef","+21,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+21,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"I9221020",48.596227,-1.292804,769.5,"site",2024-02-13,"La Sélune à Saint-Aubin-de-Terregatte [Signy]",24440.8571428571,18614.6600985222,31.2989708836931,"sup à 15%","#c6dbef","+31,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+31,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"I9233010",48.5774084,-1.3139468,105.7,"site",2024-02-13,"Le Beuvron à Saint-Senier-de-Beuvron",2916.14285714286,1989.72527472527,46.5600751111484,"sup à 15%","#c6dbef","+46,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+46,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J0014010",48.375583,-1.1964507,64.45,"site",2024-02-13,"Le Nançon à Lécousse",2152,1137.6,89.1701828410689,"sup à 50%","#9ecae1","+89,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+89,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"J0121510",48.3654708,-1.5037859,517,"site",2024-02-13,"Le Couesnon à Romazy",13718.4285714286,10850.0428571429,26.4366302700579,"sup à 15%","#c6dbef","+26,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+26,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"J0144010",48.4279323,-1.4358154,82.1,"site",2024-02-13,"La Loisance à Saint-Ouen-la-Rouërie",1653,1381.01904761905,19.6942216582646,"sup à 15%","#c6dbef","+19,7%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+19,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J0323010",48.5259988,-1.6886785,62.7,"site",2024-02-13,"Le Guyoult à Epiniac",1223,1118.15238095238,9.37686319268189,"0 et 15%","#eff3ff","+9,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+9,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"J0611610",48.2541068,-2.1676179,143.5,"site",2024-02-13,"La Rance à Saint-Jouan-de-l'Isle",3329.42857142857,2949.91904761905,12.8650826576353,"0 et 15%","#eff3ff","+12,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"J0626610",48.272685,-2.0429978,83.3,"site",2024-02-13,"Le Néal à Médréac",1354,1271.29523809524,6.50555114394003,"0 et 15%","#eff3ff","+6,5%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1004520",48.550659,-2.0747545,36.5,"site",2024-02-13,"Le Frémur [de Lancieux] à Pleslin-Trigavou",385,593.872448979592,-35.1712643579412,"inf à -15%","#fdbe85","-35,2%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-35,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1103010",48.4026686,-2.3333724,103.5,"site",2024-02-13,"L'Arguenon à Jugon-les-Lacs",1793.42857142857,2157.47619047619,-16.8737722647715,"inf à -15%","#fdbe85","-16,9%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-16,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1114010",48.364962,-2.2483942,112.9,"site",2024-02-13,"La Rosette à Mégrit",1601.71428571429,1974.28095238095,-18.8710054775816,"inf à -15%","#fdbe85","-18,9%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-18,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1313010",48.4845624,-2.567963,244.345,"site",2024-02-13,"Le Gouessant à Andel",2359.71428571429,4095.60952380952,-42.3842953778609,"inf à -40%","#fd8d3c","-42,4%","Débit moyen au 13 février 2024: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-42,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1324010",48.490325,-2.6060628,139.3,"site",2024-02-13,"L'Evron à Coëtmieux",2242,3037.60952380952,-26.1919617242881,"inf à -15%","#fdbe85","-26,2%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-26,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1405310",48.4667859,-2.7519624,43,"site",2024-02-13,"L'Urne à Plédran",1026.28571428571,975.489010989011,5.20730656362782,"0 et 15%","#eff3ff","+5,2%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1513010",48.4465533,-2.8333338,135.9,"site",2024-02-13,"Le Gouët à Saint-Julien",4197.85714285714,3766.93333333333,11.4396452337129,"0 et 15%","#eff3ff","+11,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1524010",48.4674941,-2.8480898,29.2,"site",2024-02-13,"La Maudouve à Saint-Donan",659,691.487684729064,-4.69823041632233,"inf à 0%","#feedde","-4,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-4,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1711710",48.4832183,-3.1145031,183.39,"site",2024-02-13,"Le Trieux à Saint-Péver",5493.71428571429,6298.47142857143,-12.7770229965093,"inf à 0%","#feedde","-12,8%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-12,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1721720",48.6900647,-3.167127,418.87,"site",2024-02-13,"Le Trieux à Saint-Clet",10268.2857142857,13074.2857142857,-21.4619755244755,"inf à -15%","#fdbe85","-21,5%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-21,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1803010",48.4818721,-2.9512615,42.12,"site",2024-02-13,"Le Leff à Boqueho",1209.57142857143,1145.85119047619,5.5609522968475,"0 et 15%","#eff3ff","+5,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J1813010",48.7058689,-3.0683213,339.7,"site",2024-02-13,"Le Leff à Quemper-Guézennec et à Yvias",5038.85714285714,6738.46666666667,-25.2224965690938,"inf à -15%","#fdbe85","-25,2%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2023010",48.7138766,-3.2702068,165.32,"site",2024-02-13,"Le Jaudy à Mantallot",3026.42857142857,4641.50952380952,-34.7964588696001,"inf à -15%","#fdbe85","-34,8%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-34,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2034010",48.7825555,-3.2566461,123.1,"site",2024-02-13,"Le Guindy à Plouguiel",2484.14285714286,3026.03333333333,-17.9076175474098,"inf à -15%","#fdbe85","-17,9%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-17,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2213110",48.5027487,-3.5891538,7.3,"site",2024-02-13,"Le Guic à Guerlesquin",406.857142857143,347.447619047619,17.0988432651719,"sup à 15%","#c6dbef","+17,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+17,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2233010",48.5471298,-3.3984281,265,"site",2024-02-13,"Le Léguer à Belle-Isle-en-Terre",10860,11763.0571428571,-7.67706159963241,"inf à 0%","#feedde","-7,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-7,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2314910",48.6468584,-3.5774706,58.1,"site",2024-02-13,"Le Yar à Tréduder",1822.14285714286,1834.6380952381,-0.681073729345969,"inf à 0%","#feedde","-0,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-0,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2404010",48.5561971,-3.6456721,25.8,"site",2024-02-13,"Le Douron au Ponthou",1090.85714285714,1005.1619047619,8.52551590835898,"0 et 15%","#eff3ff","+8,5%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2514010",48.6082193,-3.7686567,44.24,"site",2024-02-13,"Le Dourduff à Garlan",1224.85714285714,1387.28095238095,-11.7080688843199,"inf à 0%","#feedde","-11,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2603010",48.5667558,-3.8003309,43.5,"site",2024-02-13,"Le Jarlot à Plougonven",1688.57142857143,1599.26666666667,5.58410700142314,"0 et 15%","#eff3ff","+5,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2605410",48.5669074,-3.7968952,41.7,"site",2024-02-13,"Le Tromorgant à Plougonven",1321.85714285714,1386.3619047619,-4.65280830951846,"inf à 0%","#feedde","-4,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-4,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2614010",48.5678276,-3.836522,95.3,"site",2024-02-13,"Le Queffleuth à Plourin-lès-Morlaix",4592.57142857143,4080.47142857143,12.5500204808268,"0 et 15%","#eff3ff","+12,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J2723010",48.5859615,-3.9235628,141.6,"site",2024-02-13,"La Penzé à Taulé",6923.28571428571,6636.42380952381,4.32253745383515,"0 et 15%","#eff3ff","+4,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3014330",48.6048907,-4.014156,38.35,"site",2024-02-13,"L'Horn à Mespaul",1569.71428571429,1207.95918367347,29.9476262882246,"sup à 15%","#c6dbef","+29,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+29,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3024010",48.6159572,-4.0763622,44.7,"site",2024-02-13,"Le Guillec à Trézilidé",1819.85714285714,1573.71428571429,15.6408859840227,"sup à 15%","#c6dbef","+15,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+15,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3205710",48.5312782,-4.3616252,24.7,"site",2024-02-13,"[L'Aber Wrac'h (branche ouest)] au Drennec",1250,1079.42857142857,15.8020116463739,"sup à 15%","#c6dbef","+15,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+15,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3213020",48.5241771,-4.4067225,26.9,"site",2024-02-13,"L'Aber Benoît à Plabennec",1338,1177.51428571429,13.6291946715838,"0 et 15%","#eff3ff","+13,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+13,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3323020",48.455648,-4.6809645,94.25,"site",2024-02-13,"L'Aber Ildut à Brélès et à Plouarzel",4568.57142857143,3527.91428571429,29.4978012099418,"sup à 15%","#c6dbef","+29,5%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+29,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3403020",48.3845663,-3.9999765,9.5,"site",2024-02-13,"L'Elorn à Commana",985,600.028571428571,64.1588495785916,"sup à 50%","#9ecae1","+64,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+64,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3404110",48.3971817,-3.994065,8.64,"site",2024-02-13,"[Le ruisseau de Mougau Bihan] à Commana",767.857142857143,566.319047619048,35.5873771305086,"sup à 15%","#c6dbef","+35,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+35,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3601810",48.3891944,-3.6676795,117.6,"site",2024-02-13,"L'Aulne à Poullaouen",5836,5997.27619047619,-2.68915729998062,"inf à 0%","#feedde","-2,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-2,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3624010",48.3541815,-3.8724212,35.1,"site",2024-02-13,"L'Ellez à Loqueffret",2497.42857142857,2367.07142857143,5.50710643048965,"0 et 15%","#eff3ff","+5,5%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3713010",48.3210051,-3.5102238,258.5,"site",2024-02-13,"L'Hyère à Trébrivan",12807,11162.480952381,14.7325586008567,"0 et 15%","#eff3ff","+14,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+14,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3733010",48.22374,-3.6552069,525.8,"site",2024-02-13,"Le canal de Nantes à Brest à Cléden-Poher et à Saint-Hernin",22199.5714285714,20312.3047619048,9.2912482792505,"0 et 15%","#eff3ff","+9,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+9,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"J3811810",48.1650329,-3.8615344,1224.8,"site",2024-02-13,"L'Aulne à Châteauneuf-du-Faou",62697.5714285714,58685.5380952381,6.8364940725641,"0 et 15%","#eff3ff","+6,8%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,8%</span> par rapport à la moyenne 1990-2020 à cette période."
